상호명,사업자번호,소재지,일반창고면적(m²),냉동냉장창고면적(m²),창고면적(종합),관련법률,취급품목,위도,경도
C,1168131734,"경기도 평택시 진위면 진위2산단로 45, 서브원중앙HUB",10410,0,10410,물류시설법,"핸드폰엑세사리,TV모듈",37.12278,127.07059
C,1168131734,대구광역시 달성군 옥포면 비슬로453길 15,21034.67,0,21034.67,물류시설법,가전제품,35.79113,128.46749
C,1168131734,경기도 파주시 월롱면 통일로644번길 35,17102,0,17102,물류시설법,가전제품,37.76921,126.79418
C,1168131734,강원특별자치도 원주시 문막읍 동건길 61,2953,0,2953,물류시설법,가전제품,37.31631189,127.8391193
D,1028123012,부산광역시 남구 우암로 285(문현동),7256,0,7256,물류시설법,택배소화물,35.12484689,129.0743079
D,1028123012,부산광역시 기장군 장안읍 반룡산단로 110,5883.55,0,5883.55,물류시설법,택배박스,35.33123853,129.2503951
D,1028123012,"경상북도 경산시 진량읍 공단11로 215, 경산복합물류센터 5층",28143.6,0,28143.6,물류시설법,"식음료, 생활용품, 잡화 등",35.86694595,128.84064
D,1028123012,"경기도 시흥시 수인로 2127-11, (주)한샘 (조남동)",8904.05,0,8904.05,물류시설법,택배물품,37.37735165,126.8712912
D,1028123012,부산광역시 강서구 미음국제2로 58 (미음동),4696,4045,8741,물류시설법,"건과제품, 빙과제품",35.14829091,128.8702754
D,1028123012,광주광역시 광산구 용아로 807 (안청동),1749,2165,3914,물류시설법,식품,35.16506354,126.8017562
D,1028123012,광주광역시 광산구 진곡산단중앙로 97 (오선동),10290.96,0,10290.96,물류시설법,공산품 및 잡화,35.19771705,126.7862755
D,1028123012,광주광역시 광산구 소촌로123번길 24 (소촌동),3363.77,0,3363.77,물류시설법,택배소하물,35.15437229,126.7882054
D,1028123012,광주광역시 광산구 하남산단5번로 46 (장덕동),2972,1653,4625,물류시설법,"농수산 및 축산품, 일상용품",35.1974973,126.7965799
D,1028123012,광주광역시 북구 양일로 111 (양산동),4703,508,5211,물류시설법,"담배, 박스, 잡화",35.19948338,126.8825576
D,1028123012,광주광역시 광산구 진곡산단1번로 42 (오선동),1857,968,2825,물류시설법,식품 및 포재 등,35.19519686,126.7886524
D,1028123012,"대전광역시 대덕구 문평동로18번길 21, 롯데제과(주) (문평동)",8863,1620,10483,물류시설법,"견과류, 빙과류",36.4478684,127.403787
D,1028123012,대전광역시 대덕구 대전로1331번길 205 (대화동),18271,0,18271,물류시설법,"택배소화물, 과자류",36.36710653,127.400822
D,1028123012,제주특별자치도 제주시 조천읍 와흘로 241,2212.18,0,2212.18,물류시설법,공산품,33.487032,126.6379809
D,1028123012,"인천광역시 중구 서해대로210번길 6, CBRE IM ILC 물류센터 7층 (신흥동3가)",16201.17,0,16201.17,물류시설법,전자제품,37.44505753,126.6273333
D,1028123012,"인천광역시 서구 갑문로 33, 은산컨테이너터미널(주) (오류동)",11986.82,0,11986.82,물류시설법,"담배,음료,과자 등",37.56581723,126.6041478
D,1028123012,충청남도 아산시 염치읍 아산로 624,0,4403,4403,물류시설법,아이스크림,36.8314344,126.9690593
D,1028123012,"경기도 오산시 동부대로 446, 오산 풍농물류센터 3층 (원동)",12225.87,0,12225.87,물류시설법,건과(롯데웰푸드),37.1588582,127.0831324
D,1028123012,경기도 이천시 호법면 중부대로866번길 55,4231,0,4231,물류시설법,"과자, 음료, 담배",37.24027615,127.4290815
D,1028123012,세종특별자치시 부강면 부강외천로 246-17,4703,0,4703,물류시설법,"과자, 음료, 담배외",36.52790387,127.372074
D,1028123012,"경상남도 양산시 산막공단북3길 9, 롯데쇼핑물류센타(주) (산막동)",1983,1983,3966,물류시설법,제지류,35.37002201,129.0552321
D,1028123012,충청남도 천안시 동남구 성남면 대흥1길 122,4847.47,0,4847.47,물류시설법,"식품,잡화류",36.73175441,127.2332933
D,1028123012,경기도 평택시 진위면 마산6로 48,9388.43,0,9388.43,물류시설법,산업차량 부품,37.08921284,127.0989303
D,1028123012,경기도 이천시 부발읍 중부대로2000번길 33,14319.32,0,14319.32,물류시설법,수입 와인,37.29077849,127.5338421
D,1028123012,경기도 이천시 호법면 안평로114번길 134,7603,0,7603,물류시설법,"가방, 지갑, 잡화, 여행용품 등",37.23548938,127.4234883
D,1028123012,"경기도 이천시 부발읍 부흥로 135, 로지스밸리 물류센터 1층",26889,0,26889,물류시설법,"의류, 패션잡화, 화장품 등",37.30468546,127.5326245
D,1028123012,전북특별자치도 김제시 금산면 금평로 313,7263.3,0,7263.3,물류시설법,"식품, 잡화",35.72768047,126.9920731
D,1028123012,경기도 이천시 부발읍 중부대로2000번길 33,0,6633,6633,물류시설법,빙과류,37.29077849,127.5338421
D,1028123012,경기도 이천시 대월면 양녕로 92,9865,4011,13876,물류시설법,식품 등,37.1773429,127.5012909
D,1028123012,"경기도 여주시 가남읍 흑석로 113, 지하1층, 1층,2층",35537.68,0,35537.68,물류시설법,의류,37.19786128,127.5730715
D,1028123012,충청북도 진천군 초평면 은암산단로 246,166998.62,0,166998.62,물류시설법,택배상품,36.79236119,127.5305204
D,1028123012,경상남도 양산시 충렬로 149(유산동),23789,0,23789,물류시설법,음료 외 다수,35.3571667,129.0338471
D,1028123012,"경기도 이천시 부발읍 중부대로2000번길 35, 3층",4416.67,0,4416.67,물류시설법,식품류(과자),37.2892804,127.5332717
D,1028123012,경기도 용인시 처인구 원삼면 죽양대로 1566-1,5640.68,0,5640.68,물류시설법,"자동차 타이어, 튜브, 자동차 부품",37.19271393,127.3258295
D,1028123012,"경기도 화성시 동탄산단1길 4, 3-2층 (방교동)",16500,0,16500,물류시설법,의류,37.16234041,127.0835893
D,1028123012,"경기도 의왕시 오봉산단3로 60, 의왕 물류센터 6층 (삼동)",5234.94,0,5234.94,물류시설법,"담배,음료,과자 외",37.33092825,126.9554235
D,1028123012,"경기도 용인시 처인구 백암면 죽양대로904번길 46, 2층",7559.3,0,7559.3,물류시설법,의류 및 원단,37.14855233,127.3910964
D,1028123012,경기도 양주시 광적면 광적로155번길 12,3865,0,3865,물류시설법,상품재고,37.82934742,126.9755047
D,1028123012,경기도 오산시 오산로 149 (오산동),9563.52,11132.54,20696.06,물류시설법,식품 등,37.12733771,127.0670519
D,1028123012,"경기도 평택시 진위면 경기대로 1952, 롯데제과(주)평택공장",7950,2288,10238,물류시설법,-,37.0911133,127.0631693
D,1028123012,경기도 평택시 산단로16번길 43 (모곡동),8043.11,0,8043.11,물류시설법,알루미늄제품,37.03432601,127.0804119
D,1028123012,서울특별시 영등포구 양평로21길 25 (양평동4가),0,1745,1745,물류시설법,빙과류,37.53655129,126.8929258
D,1028123012,"경상남도 양산시 산막공단북2길 11, (주)롯데제과 (산막동)",0,1025,1025,물류시설법,빙과류,35.3716183,129.0546261
D,1028123012,충청북도 진천군 덕산읍 초금로 318-51,9200,0,9200,물류시설법,캔 및 플라스틱용기  등,36.90053,127.5092907
D,1028123012,전라남도 장성군 동화면 삼동로 554,5505.63,0,5505.63,물류시설법,음료등,35.27948799,126.7279154
D,1028123012,경기도 이천시 마장면 이장로311번길 91,42739,13907,56646,물류시설법,"식품, 축산물",37.28036994,127.3851042
D,1028123012,울산광역시 북구 효자로 112 (효문동),1323,0,1323,물류시설법,타이어,35.56517545,129.3675621
D,1028123012,"경기도 안산시 단원구 해안로 201, 롯데알미늄(주) 안산공장 (원시동)",3839.73,0,3839.73,물류시설법,연포장은박지,37.29855588,126.8152092
D,1028123012,경기도 안산시 단원구 원시로 239-13 (원시동),1876.5,0,1876.5,물류시설법,골판지,37.31422454,126.7821256
D,1028123012,경상남도 김해시 김해대로2662번길 19 (지내동),1778.58,1171.47,2950.05,물류시설법,건과류,35.2276987,128.919861
D,1028123012,경상남도 김해시 칠산로 128-1 (신문동),41174.33,0,41174.33,물류시설법,"식음료,생필품",35.20278624,128.8508622
D,1028123012,서울특별시 금천구 디지털로 154 (가산동),13516.93,0,13516.93,물류시설법,"일반포장화물, 반도체장비",37.4768651,126.8844249
D,1028123012,"서울특별시 송파구 송파대로 55, c동 205호 (장지동,서울복합물류)",107504.03,23371.96,130875.99,물류시설법,"공산품, 잡화",37.51358099,127.0996394
D,4748101024,경기도 이천시 부발읍 중부대로2000번길 35,25363,0,25363,물류시설법,생활용품,37.2892804,127.5332717
D,1028123012,강원특별자치도 원주시 소초면 북원로 3062-6,4030.47,1157,5187.47,물류시설법,"식품,잡화,음료,담배,냉장 등",37.4392735,127.978618
D,1028123012,"경기도 용인시 기흥구 하갈로86번길 46, 롯데슈퍼물류센타 (하갈동)",4930.25,5623.14,10553.39,물류시설법,"일상용품, 농수산 및 축산품",37.25535289,127.1023667
D,1028123012,"경기도 용인시 처인구 원삼면 보개원삼로 2160, 화인물류",15862,0,15862,물류시설법,의류,37.15924239,127.3144535
D,1028123012,경기도 용인시 기흥구 동백죽전대로 289 (중동),7590,0,7590,물류시설법,"상온식품, 공산품",37.31644148,127.1248778
D,1028123012,대구광역시 달성군 하빈면 하빈로171길 28-23,3666,0,3666,물류시설법,"식품, 식 가공품, 잡화",35.93383983,128.4637605
D,1028123012,경기도 이천시 마장면 둔터로 42,3802,0,3802,물류시설법,생활용품,37.28649336,127.4019912
D,4748101024,경기도 이천시 대월면 대월로 916,7933,0,7933,물류시설법,생활용품,37.21571253,127.4950738
D,4748101024,경기도 이천시 마장면 프리미엄아울렛로 113-60,24906,0,24906,물류시설법,생활용품,37.24522515,127.3920284
D,1028123012,"경기도 광명시 남부순환로 1092, 롯데물류센터 1층 (철산동)",9557.92,4410.9,13968.82,물류시설법,"롯데제과(빙과),칠성음료(주류)",37.48757744,126.8744085
D,1028123012,세종특별자치시 부강면 시목부강로 608-7,5308.5,0,5308.5,물류시설법,"담배, 식품, 잡화",36.49610005,127.3950727
D,1028123012,"충청남도 천안시 서북구 입장면 용정도하길 215-19, 3층",6208.87,0,6208.87,물류시설법,의류 및 홈쇼핑 상품,36.92421234,127.1886766
D,1028123012,경기도 성남시 중원구 사기막골로45번길 15 (상대원동),5912.31,0,5912.31,물류시설법,공산품,37.43714954,127.1691594
D,1028123012,경기도 안성시 일죽면 사실로 358,2118,0,2118,물류시설법,"양곡,잡곡",37.14387813,127.437226
D,1028123012,경기도 고양시 일산동구 고봉로819번길 60 (설문동),2360.24,0,2360.24,물류시설법,공산품 및 잡화,37.72915302,126.7984298
D,1028123012,경기도 김포시 고촌읍 아라육로182번길 23 (롯데마트몰물류센터),14125.02,9554.79,23679.81,물류시설법,"농수산 및 축산품, 일상용품",37.59626095,126.7812425
D,1028123012,대구광역시 동구 팔공로53길 96(봉무동),4380,0,4380,물류시설법,롯데제과 과자류,35.9251408,128.6403033
D,1028123012,경상남도 양산시 물금읍 제방로 225,6959,0,6959,물류시설법,택배물품,35.31362026,129.0178197
D,1028123012,전북특별자치도 완주군 봉동읍 완주산단7로 55,1080.57,0,1080.57,물류시설법,생활용품,35.95535579,127.1295445
D,1028123012,"경기도 오산시 경기동로186번길 15, 롯데오산물류센터 (부산동)",49308.78,0,49308.78,물류시설법,"식음료, 생필품류",37.15744985,127.092327
D,1028123012,"인천광역시 중구 공항동로296번길 146-2 (운서동, 현대로지스틱스)",2630.36,367.29,2997.65,물류시설법,반도체 부품 외,37.4775871,126.4760856
D,1028123012,인천광역시 중구 서해대로 135 (항동7가),2358.09,0,2358.09,물류시설법,택배 소화물,37.44635342,126.6228662
D,1028123012,경기도 용인시 수지구 수지로 422 (동천동),1200,0,1200,물류시설법,택배소화물,37.3115743,127.0773859
D,1028123012,경상북도 구미시 화신로8길 4-59 (광평동),1196,0,1196,물류시설법,"택배화물(의류,생필품 등)",36.1146363,128.3546753
D,1028123012,경기도 안성시 죽산면 걸미로 145-29,14614,0,14614,물류시설법,의류,37.07188755,127.4143329
D,1028123012,"경기도 군포시 번영로 82, 한국복합물류(주) 관리동 N,Q동 (부곡동)",14664,0,14664,물류시설법,"백화점몰,커튼 등",37.32966425,126.9335648
D,1028123012,대구광역시 동구 혁신대로 85(율암동),11567.78,0,11567.78,물류시설법,"택배소화물(의류,생필품)",35.87471204,128.742311
D,1028123012,"경기도 의왕시 고산로 86 (고천동, 롯데제과 의왕물류창고)",8866,0,8866,물류시설법,건과류(과자),37.35204095,126.9621563
D,1028123012,경기도 남양주시 진접읍 양진로 962,3564,0,3564,물류시설법,택배소화물,37.7052312,127.1819198
D,1028123012,충청남도 천안시 서북구 성거읍 삼곡2길 6,4628.09,0,4628.09,물류시설법,화장품,36.89455528,127.1868962
D,1028123012,충청남도 천안시 서북구 성거읍 망향로 903-11,2250,0,2250,물류시설법,"택배소화물,의류 등",36.8886248,127.2050042
D,1028123012,경기도 광주시 오포로 614 (문형동),4628.92,0,4628.92,물류시설법,"유기농제품, 가공식품",37.3705265,127.2324613
D,1028123012,경기도 이천시 마장면 덕평로 831-59 (현대로지스틱스덕평물류센터),126251,0,126251,물류시설법,"의류, 잡화",37.25426013,127.3607841
D,1028123012,경상남도 창원시 의창구 차상로106번길 4 (팔용동),1240,0,1240,물류시설법,택배,35.23449314,128.6366804
E,2018102823,충청북도 청주시 서원구 남이면 청남로 845,0,1537.19,1537.19,물류시설법,신선식품,36.5289654,127.4292044
E,2018102823,인천광역시 서구 북항단지로 110 (원창동),0,1867.77,1867.77,물류시설법,신선식품,37.5017131,126.6196592
E,2018102823,"경기도 군포시 번영로 82, 한국복합물류(주) 관리동 H동 1,2,3,4,5층 (부곡동)",18644.72,0,18644.72,물류시설법,택배 화물,37.3309195,126.9371945
E,2028102823,전북특별자치도 군산시 공항로 587 (개사동),1382.92,0,1382.92,물류시설법,택배집화/배송상품,35.9593605,126.6616173
E,2018102823,충청남도 서산시 남부순환로 161 (장동),1393.74,0,1393.74,물류시설법,택배상품,36.7350302,126.487375
E,2018102823,경상남도 진주시 정촌면 뿌리산단로 102,5187.19,0,5187.19,물류시설법,택배물품,35.1138693,128.105683
E,2018102823,전라남도 나주시 금영로 459(평산동),2560,0,2560,물류시설법,택배화물,34.9960015,126.7551006
E,2018102823,경기도 이천시 대월면 대월로 256,15828,0,15828,물류시설법,"주방용품,애견용품,의류 등",37.1836507,127.4931826
E,2018102823,부산광역시 사상구 낙동대로882번길 17 (감전동),2926,0,2926,물류시설법,의류 등(택배물품),35.1398396,128.971726
E,2018102823,"부산광역시 남구 북항로 132, (주)한진감만동택배터미널 (감만동)",16461.73,0,16461.73,물류시설법,생활잡화,35.1094576,129.0794875
E,2018102823,광주광역시 광산구 손재로 366-55 (오선동),2857,0,2857,물류시설법,택배소하물,35.1993977,126.8011065
E,2018102823,울산광역시 남구 사평로 227-50 (선암동),2002.61,0,2002.61,물류시설법,소화물 등,35.5088777,129.3324257
E,2018102823,"대전광역시 유성구 대정로 68, (주)한진대전택배터미널 301호(대정동)",18660,0,18660,물류시설법,휴대폰 및 주변기기,36.3176625,127.3213713
E,2018102823,대전광역시 대덕구 대화로106번길 111 (대화동),3266,0,3266,물류시설법,"택배물품, 창호제품, 고무제품",36.3711833,127.4050933
E,2018102823,제주특별자치도 제주시 임항로 201 (건입동),3418.54,0,3418.54,물류시설법,잡화 및 B/G(수지) 등,33.5235192,126.5501442
E,2018102823,"인천광역시 중구 자유무역로 232, 한진 지디씨물류센터 (운서동)",12102.96,0,12102.96,물류시설법,택배상품 외 전품목(식품제외),37.4877799,126.4725366
E,2018102823,경기도 이천시 부발읍 황무로 1780,1587,0,1587,물류시설법,택배상품,37.2645279,127.5181214
E,2018102823,"세종특별자치시 부강면 연청로 745-46, 3동 화물취급장A(나동), 1동 화물취급장B(라동)",3808,0,3808,물류시설법,택배상품,36.5424903,127.3584883
E,2018102823,"서울특별시 송파구 송파대로 55, B동 2층 (장지동,서울복합물류)",43072,2251,45323,물류시설법,택배화물,37.4746178,127.1260071
E,2018102823,"경상북도 포항시 남구 대송로253번길 71, (주)한진포항자동차중기정비공장 (송내동)",11418,0,11418,물류시설법,화물,36.0048625,129.3706607
E,2018102823,서울특별시 강서구 오정로 602 (외발산동),1433.77,0,1433.77,물류시설법,택배화물,37.5477372,126.8151868
E,1198505359,서울특별시 금천구 가산디지털2로 83 (가산동),12584.99,0,12584.99,물류시설법,택배화물,37.4750222,126.880646
E,2018102823,서울특별시 구로구 경인로 110 (오류동),9695,0,9695,물류시설법,택배화물,37.4912122,126.8289475
E,2018102823,대구광역시 달성군 가창면 용계리 452번지,5144.39,0,5144.39,물류시설법,절삭기 공구류,35.7947743,128.6284203
E,2018102823,전라남도 여수시 대평길 22(해산동),1273.65,0,1273.65,물류시설법,택배물품,34.7917661,127.6456695
E,2018102823,전라남도 순천시 해룡면 여순로 1371-9,1208.2,0,1208.2,물류시설법,택배상품,34.9054208,127.5463294
E,2018102823,충청북도 청주시 청원구 2순환로 426 (사천동),2479,0,2479,물류시설법,잡화,36.67517,127.4663537
E,2018102823,경기도 구리시 동구릉로460번길 29 (사노동),1796.12,0,1796.12,물류시설법,"택배상품(개인,기업판매상품)",37.6385119,127.1412035
E,2018102823,"경상남도 양산시 물금읍 제방로 205, (양산ICD내 6단지)",4616,0,4616,물류시설법,택배물품 및 분류,35.3011111,129.0127307
E,2018102823,경기도 고양시 덕양구 대주로 499 (주교동),1524,0,1524,물류시설법,택배소화물,37.6582525,126.8255728
E,2018502823,인천광역시 부평구 부평북로 295 (갈산동),1420,0,1420,물류시설법,물류 등 배송,37.5231898,126.7261397
E,2018102823,전북특별자치도 전주시 덕진구 정암길 23 (장동),1444.87,0,1444.87,물류시설법,택배품목,35.8617223,127.0593976
E,2018102823,인천광역시 중구 인항로 39 (신흥동3가),4136.8,0,4136.8,물류시설법,"소형가전, 세제",37.4582933,126.6351799
E,2018102823,경기도 용인시 처인구 백암면 백암로 17,19004.4,0,19004.4,물류시설법,의류상품 박스,37.150627,127.3859081
E,2018102823,경기도 양주시 은현면 화합로 1187,1460,0,1460,물류시설법,택배 취급품목 등,37.8495804,127.0471467
E,2018102823,경기도 안산시 단원구 번영1로 35 (성곡동),1074.1,0,1074.1,물류시설법,택배소화물,37.3211995,126.7355285
E,2018102823,경기도 평택시 산단로64번길 82 (모곡동),3044,0,3044,물류시설법,화물운송,37.0310489,127.0739175
E,2018102823,대구광역시 달서구 호산동로 94 (호산동),3450.48,0,3450.48,물류시설법,택배물품,35.8435018,128.4865574
E,2018102823,경상남도 창원시 성산구 창원대로 480 (대원동),1239.83,0,1239.83,물류시설법,택배,35.224825,128.644663
E,2018102823,강원특별자치도 춘천시 신북읍 영서로 3287,2070.11,0,2070.11,물류시설법,택배상품외 전 품목,37.9573265,127.6927847
